GEOID,tract_name,population
17201002301,Census Tract 23.01,2410
17163501300,Census Tract 5013,2568
17163501602,Census Tract 5016.02,4980
17031817900,Census Tract 8179,5532
17031803613,Census Tract 8036.13,3434
17097863904,Census Tract 8639.04,5972
17097864001,Census Tract 8640.01,6270
17097864002,Census Tract 8640.02,6068
17031827901,Census Tract 8279.01,2421
17031829500,Census Tract 8295,4001
17031829100,Census Tract 8291,3512
17031824503,Census Tract 8245.03,6880
17031824106,Census Tract 8241.06,7021
17031820502,Census Tract 8205.02,5380
17031820901,Census Tract 8209.01,5582
17031823801,Census Tract 8238.01,5873
17031801608,Census Tract 8016.08,7057
17031550200,Census Tract 5502,2969
17031823304,Census Tract 8233.04,5872
17031822602,Census Tract 8226.02,7296
17031805901,Census Tract 8059.01,4341
17031300800,Census Tract 3008,4136
17031803901,Census Tract 8039.01,3935
17031801601,Census Tract 8016.01,4734
17031800900,Census Tract 8009,4505
17031823400,Census Tract 8234,4892
17031821500,Census Tract 8215,1421
17119403532,Census Tract 4035.32,5611
17197880119,Census Tract 8801.19,4445
17197880702,Census Tract 8807.02,2712
17197880411,Census Tract 8804.11,3328
17043841322,Census Tract 8413.22,4326
17031260100,Census Tract 2601,1477
17031260200,Census Tract 2602,1054
17197880421,Census Tract 8804.21,6407
17197884103,Census Tract 8841.03,2642
17197884101,Census Tract 8841.01,3744
17197880901,Census Tract 8809.01,6156
17043841108,Census Tract 8411.08,4589
17043844202,Census Tract 8442.02,2741
17043845100,Census Tract 8451,6522
17097863902,Census Tract 8639.02,6000
17097863903,Census Tract 8639.03,4424
17031210800,Census Tract 2108,986
17031030500,Census Tract 305,6183
17197881604,Census Tract 8816.04,2617
17197881112,Census Tract 8811.12,5581
17031051100,Census Tract 511,1599
17031051200,Census Tract 512,1581
17031210900,Census Tract 2109,3170
17119403802,Census Tract 4038.02,4431
17119401000,Census Tract 4010,2314
17197883515,Census Tract 8835.15,4183
17197883522,Census Tract 8835.22,3275
17197883514,Census Tract 8835.14,7214
17031805701,Census Tract 8057.01,5485
17119403601,Census Tract 4036.01,3646
17119402400,Census Tract 4024,1538
17031819700,Census Tract 8197,6028
17031804803,Census Tract 8048.03,5721
17031191100,Census Tract 1911,7533
17031804105,Census Tract 8041.05,4168
17119403101,Census Tract 4031.01,6944
17119401300,Census Tract 4013,4715
17119402722,Census Tract 4027.22,2828
17031351100,Census Tract 3511,2038
17031827500,Census Tract 8275,4465
17031120100,Census Tract 1201,4402
17031804705,Census Tract 8047.05,4148
17031803603,Census Tract 8036.03,6824
17119401721,Census Tract 4017.21,5532
17119403533,Census Tract 4035.33,10554
17119403702,Census Tract 4037.02,6271
17119403701,Census Tract 4037.01,6759
17119403603,Census Tract 4036.03,1866
17119404100,Census Tract 4041,2833
17097863500,Census Tract 8635,4538
17031807600,Census Tract 8076,6705
17031826201,Census Tract 8262.01,3844
17031170300,Census Tract 1703,5216
17031820101,Census Tract 8201.01,7889
17103000700,Census Tract 7,1809
17103000300,Census Tract 3,4072
17031062100,Census Tract 621,3817
17031062200,Census Tract 622,3244
17031190100,Census Tract 1901,2325
17031032100,Census Tract 321,7543
17031823001,Census Tract 8230.01,6624
17027900602,Census Tract 9006.02,6900
17027900601,Census Tract 9006.01,2460
17027900401,Census Tract 9004.01,1201
17031061800,Census Tract 618,1051
17031825000,Census Tract 8250,4766
17031824300,Census Tract 8243,4499
17031824601,Census Tract 8246.01,4392
17031818500,Census Tract 8185,5650
17031020500,Census Tract 205,6599
17031130300,Census Tract 1303,5083
